Name,F1,F2,F3,F4,F5,F6,F7,F8,L
HR25_YEAST,0.43,0.39,0.51,0.28,0.5,0,0.4,0.22,2
HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42,1
HSF_YEAST,0.34,0.35,0.61,0.19,0.5,0,0.52,0.25,2
CH10_YEAST,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,3
H104_YEAST,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22,1
HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,1
HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,3
HSP7_YEAST,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,3
HS82_YEAST,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,1
H2A1_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,2
H2A2_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,2
H2B1_YEAST,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32,2
H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32,2
SYH_YEAST,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,3
HXKA_YEAST,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,1
HXKB_YEAST,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,1
IDH1_YEAST,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,3
IDH2_YEAST,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,3
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,1
IDHP_YEAST,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,3
IF2M_YEAST,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,3
SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,1
THDH_YEAST,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,3
ILVB_YEAST,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,3
ILV5_YEAST,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,3
IME1_YEAST,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,2
IMP1_YEAST,0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,3
IMP2_YEAST,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,3
IATP_YEAST,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,3
INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,1
INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,2
INO4_YEAST,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,2
IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,1
IS42_YEAST,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,3
ISP6_YEAST,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,3
IXR1_YEAST,0.42,0.32,0.61,0.13,0.5,0,0.14,0.27,2
YJ16_YEAST,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4,2
ACOX_YEAST,0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,3
JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,1
KAR1_YEAST,0.23,0.34,0.41,0.28,0.5,0,0.5,0.27,2
KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3,2
KEM1_YEAST,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31,2
ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,3
ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,3
KI28_YEAST,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22,2
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22,1
KIP2_YEAST,0.38,0.49,0.54,1,0.5,0,0.5,0.27,1
SMI1_YEAST,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27,2
KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22,1
SYKC_YEAST,0.43,0.45,0.54,0.14,0.5,0,0.5,0.31,1
KSS1_YEAST,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,2
MSF1_YEAST,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22,3
BLH1_YEAST,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,1
LAS1_YEAST,0.43,0.38,0.51,0.24,0.5,0,0.46,0.33,2
ODP2_YEAST,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,3
LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,1
LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,1
LEUR_YEAST,0.44,0.41,0.44,0.13,0.5,0,0.49,0.42,2
LEU1_YEAST,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,3
LIP5_YEAST,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,3
LOS1_YEAST,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22,2
DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,3
LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26,1
LY14_YEAST,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75,2
LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,1
MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22,2
MAD1_YEAST,0.62,0.64,0.56,0.2,0.5,0,0.48,0.33,2
MAG_YEAST,0.46,0.32,0.58,0.17,0.5,0,0.61,0.25,2
MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,2
MAK3_YEAST,0.5,0.34,0.62,0.19,0.5,0,0.57,0.22,1
MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,1
MA3R_YEAST,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27,2
MA6R_YEAST,0.33,0.38,0.53,0.26,0.5,0,0.52,0.27,2
AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,1
MPP2_YEAST,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,3
MPP1_YEAST,0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,3
OM20_YEAST,0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,3
MAS6_YEAST,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,3
OM70_YEAST,0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,3
MBP1_YEAST,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52,2
MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0,0,0.25,2
MCM2_YEAST,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,2
MCM3_YEAST,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41,2
MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,3
MDHC_YEAST,0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,1
MDJ1_YEAST,0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,3
MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,1
MD10_YEAST,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,3
MDS1_YEAST,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22,2
EFG1_YEAST,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,3
EFG2_YEAST,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,3
MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28,2
MER1_YEAST,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,2
MER2_YEAST,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33,2
SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22,1
MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22,1
MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,1
MT28_YEAST,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4,2
MET4_YEAST,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,2
METE_YEAST,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22,1
GRPE_YEAST,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22,3
MGM1_YEAST,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,3
M101_YEAST,0.5,0.49,0.59,0.47,0.5,0,0.49,0.36,3
MGMT_YEAST,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,2
MIF2_YEAST,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,2
MIG1_YEAST,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43,2
DPOG_YEAST,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,3
MPCP_YEAST,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22,3
C1TM_YEAST,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,3
MLH1_YEAST,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,2
MLP1_YEAST,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22,1
MOD5_YEAST,0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,3
MOT1_YEAST,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,2
MPI1_YEAST,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36,3
MPI2_YEAST,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,3
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,2
RF1M_YEAST,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,3
RT01_YEAST,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,3
RT13_YEAST,0.51,0.42,0.56,0.38,0.5,0,0.46,0.22,3
RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22,3
RT02_YEAST,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,3
RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,3
RT04_YEAST,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,3
RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,3
RM02_YEAST,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,3
RT08_YEAST,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,3
RM13_YEAST,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,3
RM16_YEAST,0.53,0.42,0.58,0.29,0.5,0,0.5,0.22,3
RM20_YEAST,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,3
RM25_YEAST,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,3
RM27_YEAST,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,3
RM31_YEAST,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,3
RM32_YEAST,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,3
RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,3
RM36_YEAST,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,3
RM37_YEAST,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,3
RM38_YEAST,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,3
RM04_YEAST,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,3
RM44_YEAST,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,3
RM06_YEAST,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,3
RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,3
RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,3
RT28_YEAST,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,3
RT05_YEAST,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,3
RT09_YEAST,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,3
MRS1_YEAST,0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,3
MRS2_YEAST,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,3
MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,3
MRS4_YEAST,0.4,0.74,0.49,0.16,0.5,0,0.51,0.22,3
SYDM_YEAST,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,3
SYFM_YEAST,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,3
MSH1_YEAST,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,3
MSH2_YEAST,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33,2
MSH3_YEAST,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,2
MSH4_YEAST,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,2
SYKM_YEAST,0.5,0.56,0.49,0.61,0.5,0,0.5,0.22,3
SYMM_YEAST,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,3
MSN1_YEAST,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28,2
MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,2
MSN4_YEAST,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,2
MSP1_YEAST,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22,3
SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22,3
MSS1_YEAST,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,3
MS16_YEAST,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22,3
MS18_YEAST,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,3
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,3
SYTM_YEAST,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,3
SYWM_YEAST,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,3
MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22,1
MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,3
RU1A_YEAST,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,2
YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,2
MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22,1
MYS2_YEAST,0.53,0.41,0.5,0.24,1,0,0.47,0.22,1
MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0,0.5,0.28,1
YN46_YEAST,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35,2
NAB1_YEAST,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22,1
NAB2_YEAST,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,2
NAB3_YEAST,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,2
NAM1_YEAST,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,3
SYLM_YEAST,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,3
NAM7_YEAST,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22,1
NAM9_YEAST,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,3
NAP1_YEAST,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,2
NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36,1
NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,1
NDC1_YEAST,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,2
CB31_YEAST,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,2
NDI1_YEAST,0.53,0.61,0.51,0.49,0.5,0,0.54,0.27,3
NFS1_YEAST,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,2
ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,2
NHP2_YEAST,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,2
NHPA_YEAST,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,2
NHPB_YEAST,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,2
NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,2
NIN1_YEAST,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22,1
NIP1_YEAST,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22,1
NMD2_YEAST,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,2
NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,1
FBRL_YEAST,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,2
NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,2
NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,2
NOT3_YEAST,0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,2
NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26,2
NSP1_YEAST,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,2
NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,2
TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0,0.51,0.22,1
21_YEAST,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,3
RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48,2
NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,2
NUF2_YEAST,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22,2
NUP1_YEAST,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,2
N100_YEAST,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,2
N116_YEAST,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,2
YK62_YEAST,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,2
NUP2_YEAST,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,2
NU49_YEAST,0.69,0.62,0.49,0,1,0,0.47,0.22,2
ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,3
ATP6_YEAST,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,3
OM45_YEAST,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32,3
PORI_YEAST,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,3
OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,2
ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,2
YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,2
YM38_YEAST,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,3
PABP_YEAST,0.28,0.48,0.56,0.16,0.5,0,0.48,0.26,1
PAN1_YEAST,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35,1
PAP_YEAST,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,2
PAS1_YEAST,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22,1
IPB2_YEAST,0.45,0.46,0.61,0.2,0.5,0,0.62,0.22,1
ODPA_YEAST,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,3
ODPB_YEAST,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,3
DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31,1
PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,1
DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31,1
DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,1
CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,1
CNA2_YEAST,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,1
PDR1_YEAST,0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,2
PDR3_YEAST,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,2
PDS1_YEAST,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,2
ODPX_YEAST,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,3
PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27,2
PT11_YEAST,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,3
PT12_YEAST,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,3
PT17_YEAST,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,3
PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,3
RTPT_YEAST,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,3
PT27_YEAST,0.26,0.28,0.6,0.2,0.5,0,0.54,0.31,3
PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,3
PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,3
PT94_YEAST,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,3
PT54_YEAST,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22,3
K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,1
K6P2_YEAST,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27,1
6P2K_YEAST,0.45,0.41,0.49,0.14,1,0,0.53,0.3,1
PROF_YEAST,0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,1
PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,2
G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22,1
PGK_YEAST,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22,1
PGM1_YEAST,0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,1
PGM2_YEAST,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,1
PHD1_YEAST,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,2
PNPP_YEAST,0.38,0.62,0.52,0.14,0.5,0,0.53,0.22,1
PHO4_YEAST,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,2
PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,2
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,2
PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,2
PIF1_YEAST,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,3
PIK1_YEAST,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,2
LONM_YEAST,0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,3
MANA_YEAST,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,1
PMS1_YEAST,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,2
POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,2
DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,2
DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,2
DPOE_YEAST,0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,2
DPOD_YEAST,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,2
PCNA_YEAST,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,2
DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,2
P152_YEAST,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,2
POP2_YEAST,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,2
IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,3
PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,1
PPR1_YEAST,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,2
PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22,1
PRCG_YEAST,0.55,0.63,0.54,0.16,0.5,0,0.45,0.27,1
PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22,1
PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,1
PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22,1
PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,1
PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,1
PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,2
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,2
PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,1
PROC_YEAST,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,1
PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,2
PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,2
PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,2
PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,2
PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,2
PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37,2
PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,2
PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,2
PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,2
PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,2
PR05_YEAST,0.33,0.21,0.53,0.15,1,0,0.52,0.5,2
PR06_YEAST,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,2
PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,2
PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,2
PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22,1
PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,1
PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,1
PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,1
PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,1
DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,3
SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,2
PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,1
PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26,1
PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22,1
PRCF_YEAST,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,1
PRCZ_YEAST,0.48,0.48,0.56,0.18,0.5,0,0.58,0.22,1
PUT1_YEAST,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,3
PUT2_YEAST,0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,3
PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,2
PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,1
PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,1
KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22,1
UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,3
UCR2_YEAST,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,3
UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,3
UCRQ_YEAST,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,3
UCR8_YEAST,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,3
UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,3
RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,2
